NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS
andy carroll,30,13.0,FW,19,4,632,0,4,0,0,1,0,1.2,1.4,0,10,2,0,34,30
cedric soares,27,9.5,DF,21,19,1555,1,1,0,0,1,0,0.6,0.7,0,40,8,0,122,28
sergio aguero,31,2.0,FW,24,18,1452,16,3,2,1,1,0,14.5,2.3,0,18,5,0,132,38
calum chambers,24,8.0,DF,14,13,1102,1,1,0,0,5,0,0.8,1.6,0,15,3,0,42,36
dominic calvert-lewin,22,12.0,FW,36,30,2626,13,1,0,0,9,0,15.3,1.5,0,43,8,0,126,165
phil jagielka,36,9.0,DF,6,2,244,0,0,0,0,0,0,0.0,0.0,0,6,0,0,6,5
jeffrey schlupp,26,14.0,"FW,MF",17,11,1036,3,1,0,0,2,0,1.7,0.8,0,16,4,0,51,65
ainsley maitland-niles,21,8.0,DF,20,15,1386,0,2,0,0,6,1,0.4,1.5,0,22,3,0,41,68
bernard,26,12.0,"MF,FW",405,225,19200,45,30,0,0,30,0,27.000000000000007,35.999999999999993,0,159,57,0,627,94
bernardo,24,15.0,"DF,MF",84,42,4074,0,0,0,0,6,0,3.0,6.6,0,82,20,0,274,94
youri tielemans,22,5.0,MF,37,32,2828,3,6,0,0,2,0,2.7,4.5,0,35,12,0,117,133
emerson palmieri,24,4.0,DF,15,13,1024,0,0,0,0,3,0,1.1,1.3,0,21,1,0,19,7
issa diop,22,16.0,DF,32,31,2766,3,1,0,0,8,0,1.5,1.2,0,54,4,0,76,42
vicente guaita,32,14.0,GK,35,35,3150,0,0,0,0,1,0,0.0,0.0,1,42,10,111,137,124
mateo kovacic,25,4.0,MF,31,23,2073,1,3,0,0,8,0,0.9,1.8,0,37,4,0,68,54
anwar el ghazi,24,17.0,"FW,MF",34,26,2051,4,4,1,0,3,0,6.2,2.7,0,48,5,0,93,111
jannik vestergaard,26,11.0,DF,19,17,1497,1,0,0,0,3,0,1.4,0.5,0,26,4,0,51,86
phil foden,19,2.0,"FW,MF",23,9,901,5,2,0,0,0,0,3.3,1.2,0,7,4,0,69,135
jed steer,26,17.0,GK,1,1,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
pedro,32,4.0,"FW,MF",198,144,11898,18,18,0,0,18,0,36.0,16.200000000000003,0,228,63,270,870,138
sean longstaff,21,13.0,MF,23,14,1378,1,1,0,0,2,1,1.4,1.2,0,26,2,0,44,41
mesut ozil,30,8.0,MF,18,18,1438,1,2,0,0,1,0,1.4,2.3,0,20,5,0,53,0
ezri konsa,21,17.0,DF,25,24,2039,1,2,0,0,3,0,1.5,1.0,0,39,5,0,65,119
brandon williams,18,3.0,DF,17,11,1006,1,0,0,0,6,0,1.0,0.6,0,11,5,0,51,5
neal maupay,22,15.0,FW,37,30,2766,10,3,1,1,3,0,13.4,2.1,0,36,8,0,131,105
aaron ramsdale,21,18.0,GK,37,37,3330,0,1,0,0,0,0,0.0,0.7,0,62,5,128,126,123
naby keita,24,1.0,MF,18,9,815,2,3,0,0,1,0,1.6,2.7,0,8,5,0,52,15
joel ward,29,14.0,DF,29,27,2382,0,0,0,0,4,0,0.3,0.3,0,36,7,0,77,66
jack cork,30,10.0,MF,30,30,2613,0,0,0,0,1,0,2.0,1.1,0,41,12,0,70,33
james maddison,22,5.0,MF,31,29,2624,6,3,0,0,4,0,5.3,6.4,0,26,10,0,125,133
leander dendoncker,24,7.0,"MF,DF",38,32,2795,4,0,0,0,5,0,1.8,0.7,1,34,11,0,100,77
abdoulaye doucoure,26,19.0,MF,37,36,3156,4,2,0,0,9,0,5.2,3.9,1,61,10,0,113,80
divock origi,24,1.0,FW,28,7,717,4,1,0,0,1,0,1.8,0.8,0,12,2,0,65,10
joelinton,22,13.0,FW,38,32,2683,2,2,0,0,7,0,5.5,2.9,0,46,9,0,78,74
eric bailly,25,3.0,DF,4,1,150,0,0,0,0,0,0,0.0,0.0,0,1,1,0,9,31
harry kane,26,6.0,FW,29,29,2587,18,2,2,0,4,0,12.5,3.3,0,36,6,0,158,242
jordan henderson,29,1.0,MF,30,26,2238,4,5,0,0,2,0,1.1,3.1,0,14,16,0,116,56
yerry mina,24,12.0,DF,29,25,2284,2,1,0,0,3,0,3.4,1.4,1,37,5,0,78,79
nicolas pepe,24,8.0,FW,31,22,2010,5,6,1,0,4,0,4.9,4.8,0,30,5,0,106,114
martin kelly,29,14.0,DF,19,17,1549,0,1,0,0,0,0,0.1,0.8,0,16,6,0,64,1
seamus coleman,30,12.0,DF,27,21,1839,0,1,0,0,5,1,0.9,1.7,0,29,5,0,55,81
james mccarthy,28,14.0,MF,33,16,1680,0,0,0,0,9,0,0.5,1.3,0,29,2,0,41,26
dean henderson,22,9.0,GK,36,36,3240,0,0,0,0,2,0,0.1,0.0,0,33,13,97,160,44
harvey barnes,21,5.0,"MF,FW",36,24,2083,6,8,0,0,0,0,8.1,4.1,0,24,9,0,133,126
kurt zouma,24,4.0,DF,28,25,2344,0,0,0,0,6,0,1.2,0.2,1,37,7,0,62,108
ilkay gundogan,28,2.0,MF,31,21,2020,2,1,1,1,7,0,4.0,2.1,0,28,7,0,65,157
danny welbeck,28,19.0,"FW,MF",18,8,822,2,0,0,0,0,0,3.9,0.2,0,15,1,0,39,89
adam lallana,31,1.0,"MF,FW",15,3,382,1,1,0,0,1,0,0.8,0.6,0,5,1,0,27,58
jarrad branthwaite,17,12.0,DF,4,2,300,0,0,0,0,0,0,0.0,0.0,0,6,1,0,11,0
moussa djenepo,21,11.0,"MF,DF",18,10,928,2,2,0,0,4,1,2.4,1.9,0,14,2,0,40,46
matthew lowton,30,10.0,DF,17,17,1530,0,1,0,0,2,0,0.0,1.2,0,31,6,0,48,103
alisson,26,1.0,GK,29,29,2543,0,1,0,0,0,1,0.0,0.3,0,24,13,58,122,140
patrick van aanholt,28,14.0,DF,29,29,2507,3,2,1,0,0,0,2.1,3.7,1,38,8,0,109,54
alireza jahanbakhsh,25,15.0,"FW,MF",10,3,311,2,0,0,0,0,0,0.6,0.6,0,4,1,0,28,24
alexandre lacazette,28,8.0,FW,30,22,1874,10,4,0,0,8,0,8.1,2.9,0,25,5,0,118,129
kasper schmeichel,32,5.0,GK,38,38,3420,0,0,0,0,2,0,0.0,0.5,0,41,13,97,156,128
connor wickham,26,14.0,"FW,MF",6,0,96,1,1,0,0,0,0,1.4,0.6,0,2,0,0,15,0
sadio mane,27,1.0,FW,35,31,2747,18,7,0,0,3,0,13.2,6.6,0,28,12,0,221,176
deandre yedlin,26,13.0,DF,16,10,938,1,0,0,0,3,0,0.8,0.3,0,18,1,0,26,13
max meyer,23,14.0,"MF,FW",17,6,655,0,0,0,0,1,0,0.5,0.2,0,11,1,0,23,0
jack stephens,25,11.0,DF,28,27,2451,1,3,0,0,4,1,1.0,1.4,0,39,7,0,85,41
ben davies,26,6.0,DF,36,32,2862,0,0,0,0,12,0,0.4,1.8,0,38,8,0,82,52
jamie vardy,32,5.0,FW,35,34,3033,23,5,4,1,2,0,19.2,5.9,0,38,11,0,210,184
jamaal lascelles,25,13.0,DF,24,24,2076,1,0,0,0,5,0,0.5,0.2,0,31,8,0,73,44
christian pulisic,20,4.0,FW,25,19,1722,9,4,0,0,0,0,9.0,3.6,0,28,6,0,127,82
isaac hayden,24,13.0,MF,29,26,2223,1,2,0,0,4,1,1.2,2.3,0,36,8,0,73,40
harry maguire,26,3.0,DF,38,38,3420,1,1,0,0,6,0,2.1,1.4,0,36,13,0,123,124
paul pogba,26,3.0,MF,16,13,1204,1,3,0,1,1,0,2.4,2.5,0,9,6,0,51,92
rob holding,23,8.0,DF,8,6,581,0,0,0,0,1,0,0.2,0.0,0,9,1,0,16,105
sofiane boufal,25,11.0,"MF,FW",20,8,764,0,2,0,0,2,0,1.0,2.9,0,17,1,0,34,0
mason greenwood,17,3.0,FW,31,12,1320,10,1,0,0,0,0,2.9,1.0,0,13,6,0,103,106
bernd leno,27,8.0,GK,30,30,2649,0,0,0,0,2,0,0.0,0.0,0,39,7,113,114,131
bukayo saka,17,8.0,"DF,FW",26,19,1753,1,5,0,0,6,0,1.0,3.3,0,18,7,0,71,114
oliver skipp,18,6.0,MF,7,1,77,0,0,0,0,0,0,0.0,0.0,0,1,0,0,7,0
curtis jones,18,1.0,MF,6,1,126,1,0,0,0,0,0,0.4,0.0,0,1,1,0,13,50
trent alexander-arnold,20,1.0,DF,38,35,3175,4,13,0,0,5,0,2.8,10.9,0,32,14,0,210,160
ryan bertrand,29,11.0,DF,32,31,2742,1,1,0,0,3,1,1.7,3.3,0,52,7,0,75,78
diogo jota,22,7.0,FW,34,27,2284,7,1,0,0,4,0,11.5,2.7,0,28,10,0,105,86
oriol romeu,27,11.0,MF,30,20,1860,0,0,0,0,5,0,0.2,1.6,0,38,5,0,51,52
dele alli,23,6.0,"MF,FW",25,21,1847,8,4,1,0,2,0,8.1,3.5,0,25,4,0,117,30
fabian balbuena,27,16.0,DF,17,13,1177,1,0,0,0,2,0,1.5,0.5,0,24,3,0,40,39
jota,28,17.0,"FW,MF",10,4,335,0,1,0,0,0,0,0.3,0.6,0,28,10,0,105,86
tyrone mings,26,17.0,DF,33,33,2902,2,2,0,0,7,0,0.8,0.7,0,53,6,0,90,128
aaron cresswell,29,16.0,DF,31,31,2727,3,0,0,0,7,0,1.4,3.2,0,51,5,0,79,153
willy caballero,37,4.0,GK,5,5,450,0,0,0,0,0,0,0.0,0.0,0,7,1,10,13,1
nathan ake,24,18.0,DF,29,29,2503,2,2,0,0,2,0,3.0,2.2,0,46,4,0,79,29
demarai gray,23,5.0,"MF,FW",21,3,622,2,3,0,1,1,0,2.8,2.1,0,6,1,0,44,1
simon moore,29,9.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,6,0,5,3,0
victor lindelof,25,3.0,DF,35,35,3092,1,0,0,0,6,0,0.3,0.3,1,32,12,0,116,102
alex mccarthy,29,11.0,GK,28,28,2520,0,0,0,0,0,0,0.0,0.0,0,35,7,79,104,94
christian benteke,28,14.0,FW,24,13,1261,2,1,0,0,4,1,5.1,2.6,0,18,5,0,42,106
kevin long,28,10.0,DF,8,6,564,0,0,0,0,0,0,0.2,0.0,0,5,2,0,21,14
marc albrighton,29,5.0,"MF,DF",20,9,867,0,3,0,0,2,0,0.4,2.2,0,11,3,0,38,78
harry winks,23,6.0,MF,31,26,2221,0,0,0,0,9,0,0.5,1.0,0,31,6,0,52,19
david martin,33,16.0,GK,5,4,436,0,0,0,0,1,0,0.0,0.0,0,6,2,15,20,0
eric dier,25,6.0,"DF,MF",19,15,1344,0,2,0,0,5,0,0.9,0.4,0,23,3,0,36,77
michael obafemi,19,11.0,FW,21,8,665,3,2,0,0,1,0,1.8,1.1,0,12,3,0,45,4
emile smith rowe,19,8.0,MF,2,1,97,0,0,0,0,0,0,0.0,0.0,0,0,1,0,4,74
steven bergwijn,21,6.0,"FW,MF",14,8,704,3,1,0,0,2,0,1.0,0.9,0,9,2,0,43,55
danny ings,27,11.0,FW,38,32,2804,22,2,1,1,3,0,16.2,2.7,0,44,6,0,198,131
dan burn,27,15.0,DF,34,33,2880,0,0,0,0,5,0,1.2,1.3,0,42,9,0,86,64
fred,26,3.0,MF,725,575,54075,0,0,0,0,200,0,42.500000000000007,52.500000000000021,0,665,155,0,1355,79
martin montoya,28,15.0,"DF,MF",27,23,1896,0,1,0,0,5,0,1.5,1.8,0,32,6,0,62,0
willy boly,28,7.0,DF,22,22,1979,0,1,0,0,3,1,0.4,1.1,0,15,12,0,97,68
neil taylor,30,17.0,DF,14,11,1091,0,0,0,0,2,0,0.2,0.4,0,25,2,0,22,-1
joel matip,27,1.0,DF,9,8,703,1,0,0,0,0,0,0.3,0.0,0,5,3,0,39,42
yves bissouma,22,15.0,MF,22,15,1259,1,0,0,0,4,0,0.4,0.2,0,18,4,0,39,77
kortney hause,24,17.0,DF,18,17,1545,1,0,0,0,3,0,2.5,0.5,0,34,2,0,34,32
wilfred ndidi,22,5.0,MF,32,29,2674,2,1,0,0,6,0,1.6,0.6,0,32,12,0,85,79
dwight mcneil,19,10.0,MF,38,38,3338,2,6,0,0,5,0,2.3,7.7,0,48,16,0,123,113
willian,30,4.0,"FW,MF",72,58,5200,18,14,8,0,8,0,15.2,15.4,0,70,20,0,336,78
mason holgate,22,12.0,DF,27,24,2054,0,3,0,0,5,0,1.7,0.7,0,34,5,0,71,80
glenn murray,35,15.0,FW,23,7,797,1,1,0,0,0,0,2.4,0.7,0,10,2,0,36,0
albian ajeti,22,16.0,FW,9,0,139,0,0,0,0,0,0,0.2,0.1,0,3,0,0,9,0
arthur masuaku,25,16.0,DF,17,10,937,0,1,0,0,6,1,0.1,1.2,0,18,2,0,26,42
reece james,19,4.0,DF,24,16,1515,0,2,0,0,1,0,0.8,2.7,0,23,5,0,61,112
ryan fraser,25,18.0,"MF,FW",28,21,2067,1,4,0,0,2,0,3.7,3.9,0,34,4,0,73,39
florin andone,26,15.0,FW,3,1,73,1,0,0,0,0,1,0.4,0.1,0,2,0,0,5,0
aaron connolly,19,15.0,FW,24,14,1258,3,1,0,0,0,0,4.0,0.5,0,22,5,0,61,38
granit xhaka,26,8.0,MF,31,30,2586,1,2,0,0,10,0,0.5,1.0,0,31,10,0,73,70
ederson,25,2.0,GK,35,35,3071,0,0,0,0,3,1,0.0,0.1,0,31,16,68,133,160
axel tuanzebe,21,3.0,DF,5,2,189,0,0,0,0,0,0,0.0,0.0,0,3,0,0,7,7
mark noble,32,16.0,MF,33,32,2674,4,3,3,0,5,0,2.9,3.1,0,44,7,0,105,27
john stones,25,2.0,DF,16,12,1122,0,0,0,0,0,0,0.4,0.1,0,16,3,0,34,128
tom davies,21,12.0,MF,30,23,2027,1,0,0,0,8,0,1.6,0.5,0,34,5,0,59,47
christian fuchs,33,5.0,DF,11,8,772,0,0,0,0,0,0,0.2,0.1,0,10,2,0,26,24
mason mount,20,4.0,"MF,FW",37,32,2867,7,5,0,0,3,0,6.4,5.4,0,44,9,0,137,147
shane long,32,11.0,FW,26,15,1395,2,2,0,0,0,0,4.8,2.4,0,20,5,0,62,12
erik pieters,30,10.0,"DF,MF",24,21,1878,0,4,0,0,2,0,0.5,2.5,0,35,6,0,77,50
tahith chong,19,3.0,"FW,DF",3,0,37,0,0,0,0,0,0,0.1,0.0,0,0,0,0,3,0
pablo fornals,23,16.0,"MF,FW",36,24,2172,2,5,0,0,3,0,2.3,2.5,0,35,6,0,93,125
roberto,33,16.0,GK,48,42,4122,0,0,0,0,0,0,0.0,0.0,2,140,42,72,466,141
rodri,23,2.0,MF,1050,870,74580,90,60,0,0,240,0,26.999999999999986,77.999999999999986,0,768,210,0,2244,101
richarlison,22,12.0,"FW,MF",36,36,3070,13,3,0,0,8,0,9.1,6.7,0,51,9,0,165,123
paulo gazzaniga,27,6.0,GK,18,17,1613,0,0,0,0,1,0,0.0,0.3,0,26,2,59,58,0
douglas luiz,21,17.0,MF,36,28,2612,3,2,0,0,8,0,2.6,1.7,0,51,8,0,90,72
roberto firmino,27,1.0,FW,38,34,2988,9,8,0,0,0,0,14.0,6.5,0,26,16,0,155,141
anthony gordon,18,12.0,"MF,FW",11,4,440,0,1,0,0,0,0,0.3,0.4,0,6,0,0,17,3
riyad mahrez,28,2.0,"FW,MF",33,21,1944,11,9,1,0,0,0,7.8,10.0,0,15,10,0,175,145
hugo lloris,32,6.0,GK,21,21,1807,0,0,0,0,0,0,0.0,0.0,0,21,6,80,98,149
federico fernandez,30,13.0,DF,32,29,2620,2,2,0,0,8,0,1.4,1.2,1,42,8,0,102,53
harry wilson,22,18.0,"MF,FW",31,20,1646,7,0,0,0,2,0,4.0,2.4,0,32,2,0,91,0
steven alzate,20,15.0,"MF,DF",19,12,1188,0,0,0,0,1,0,1.2,0.7,0,18,3,0,33,35
david de gea,28,3.0,GK,38,38,3420,0,0,0,0,2,0,0.0,0.0,0,36,13,95,143,91
moussa sissoko,29,6.0,MF,29,28,2452,2,1,0,0,8,0,2.2,1.1,0,31,7,0,69,44
jonjo shelvey,27,13.0,MF,26,25,2119,6,2,0,0,3,0,2.5,3.6,0,34,8,0,105,74
jonny evans,31,5.0,DF,38,38,3383,1,1,0,0,8,1,3.7,0.7,1,41,13,0,128,109
david mcgoldrick,31,9.0,FW,28,22,1815,2,2,0,0,2,0,8.0,2.3,0,18,7,0,65,100
raheem sterling,24,2.0,FW,33,30,2651,20,1,0,2,5,0,18.2,6.2,0,31,13,0,204,154
nathan tella,20,11.0,FW,1,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,36
conor coady,26,7.0,DF,38,38,3420,0,0,0,0,5,0,0.0,0.5,0,40,13,0,118,106
fabian schar,27,13.0,"DF,MF",22,18,1672,2,0,0,0,5,0,1.4,0.1,0,38,4,0,55,30
odion ighalo,30,3.0,FW,11,0,101,0,0,0,0,0,0,1.9,0.1,0,0,0,0,11,1
scott mctominay,22,3.0,MF,27,20,1772,4,1,0,0,2,0,2.2,1.0,0,20,3,0,74,91
frederic guilbert,24,17.0,"DF,MF",25,22,2041,0,2,0,0,7,0,0.3,1.5,0,36,6,0,62,0
dale stephens,30,15.0,MF,33,28,2530,0,1,0,0,8,0,0.6,1.3,0,42,6,0,63,8
marvelous nakamba,25,17.0,MF,29,19,1836,0,0,0,0,5,0,0.2,0.5,0,37,1,0,43,27
jamal lewis,21,20.0,DF,28,25,2304,1,0,0,0,4,0,0.4,1.0,0,56,3,0,48,44
davy propper,27,15.0,MF,35,32,2829,1,2,0,0,4,0,1.6,2.5,1,46,6,0,78,9
jesse lingard,26,3.0,"MF,FW",22,9,935,1,0,0,0,3,0,1.9,1.0,0,14,1,0,32,106
mathew ryan,27,15.0,GK,38,38,3420,0,0,0,0,0,0,0.0,0.0,0,54,9,117,135,37
nick pope,27,10.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.4,0,50,15,120,170,144
tariq lamptey,18,9.5,DF,9,7,620,0,1,0,0,2,0,0.1,1.1,0,16,6,0,52,35
olivier giroud,32,4.0,FW,18,12,993,8,0,0,0,1,0,7.3,0.9,0,16,6,0,68,47
billy gilmour,18,4.0,MF,6,2,194,0,0,0,0,0,0,0.0,0.1,0,3,1,0,9,8
tyrick mitchell,19,14.0,DF,4,2,195,0,0,0,0,1,0,0.0,0.2,0,4,0,0,4,58
kyle walker,29,2.0,DF,116,112,9568,4,16,0,0,20,0,4.8,6.0,0,72,28,0,292,93
adrian,32,1.0,GK,44,36,3500,0,0,0,0,4,0,0.0,0.0,2,86,10,36,106,11
kyle walker-peters,22,8.5,DF,52,40,3776,0,0,0,0,4,0,0.4,2.8000000000000003,0,144,56,0,584,93
emil krafth,24,13.0,DF,17,11,1020,0,1,0,0,0,0,0.3,0.6,0,23,3,0,37,45
john fleck,27,9.0,MF,30,28,2516,5,2,0,0,8,0,3.1,3.4,0,30,8,0,101,70
hector bellerin,24,8.0,"DF,MF",15,13,1158,1,0,0,0,2,0,0.4,0.4,0,18,4,0,44,94
andrew robertson,25,1.0,DF,36,34,3111,2,12,0,0,2,0,1.8,7.5,0,31,13,0,181,161
brandon pierrick,17,14.0,"MF,FW",2,0,15,0,0,0,0,0,0,0.0,0.1,0,0,0,0,2,0
serge aurier,26,6.0,DF,33,31,2700,1,5,0,0,4,1,0.5,3.4,1,33,9,0,124,80
shkodran mustafi,27,8.0,DF,15,13,1207,0,1,0,0,2,0,0.9,0.4,,,,,,3
matt ritchie,29,13.0,"DF,MF",18,14,1315,2,1,0,1,4,0,1.7,2.3,0,19,8,0,74,52
george baldock,26,9.0,DF,38,38,3420,2,3,0,0,7,0,0.6,1.7,0,39,13,0,142,63
aymeric laporte,25,2.0,DF,15,14,1097,1,0,0,0,1,0,0.5,0.1,0,5,8,0,63,58
kevin de bruyne,28,2.0,MF,35,32,2791,13,20,2,0,3,0,7.3,20.0,0,22,18,0,251,141
paul dummett,27,13.0,DF,16,14,1228,0,0,0,0,2,0,0.1,0.2,1,20,5,0,44,40
diogo dalot,20,3.0,"DF,MF",4,1,67,0,0,0,0,0,0,0.3,0.0,0,1,0,0,4,0
xherdan shaqiri,27,1.0,"FW,MF",7,2,185,1,0,0,0,0,0,0.5,0.2,0,2,1,0,15,26
james mcarthur,31,14.0,MF,37,37,3090,0,3,0,0,6,0,2.0,2.4,0,38,11,0,92,45
ashley westwood,29,10.0,MF,35,35,3150,2,6,0,0,9,0,1.1,6.2,0,39,15,0,118,112
sebastien haller,25,16.0,FW,32,24,2266,7,1,0,0,1,0,8.0,2.5,0,41,5,0,102,41
ryan fredericks,26,16.0,DF,27,25,2237,0,3,0,0,7,0,0.1,2.6,0,39,7,0,74,28
nathan redmond,25,11.0,"MF,FW",32,32,2762,4,4,0,0,2,0,5.1,3.3,0,51,7,0,107,67
jan bednarek,23,11.0,DF,34,34,3057,1,1,0,0,4,0,1.1,1.1,1,57,7,0,84,94
ben osborn,24,9.0,"MF,DF",13,6,594,0,0,0,0,0,0,0.3,0.9,0,4,2,0,19,51
kieran tierney,22,8.0,"DF,MF",15,12,989,1,1,0,0,2,0,0.2,1.0,0,16,2,0,42,96
ryan bennett,29,6.0,DF,16,10,937,0,0,0,0,2,0,0.1,0.1,0,34,6,0,64,0
reiss nelson,19,8.0,FW,17,7,631,1,0,0,0,1,0,0.9,0.4,0,7,2,0,30,2
matty james,28,5.0,MF,1,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
wesley moraes,22,17.0,FW,21,21,1782,5,1,0,1,3,0,6.4,1.0,0,31,6,0,67,3
timothy fosu-mensah,21,3.0,DF,3,2,136,0,0,0,0,1,0,0.1,0.1,0,1,1,0,7,0
cenk tosun,28,13.0,FW,10,4,468,2,0,0,0,0,0,1.5,0.8,0,12,4,0,48,4
neco williams,18,1.0,DF,6,3,230,0,0,0,0,1,0,0.3,0.1,0,2,1,0,14,11
mamadou sakho,29,14.0,DF,14,11,931,0,0,0,0,1,1,0.0,0.1,0,21,0,0,11,4
erik lamela,27,6.0,"MF,FW",25,12,1215,2,1,0,0,3,0,2.9,1.1,0,12,5,0,65,28
andreas christensen,23,4.0,DF,21,21,1751,0,0,0,0,5,0,0.5,0.9,0,33,3,0,34,61
georginio wijnaldum,28,1.0,MF,37,35,2935,4,0,0,0,0,0,2.6,0.8,0,28,12,0,107,97
declan rice,20,16.0,MF,38,38,3420,1,3,0,0,6,0,1.3,1.4,0,62,7,0,105,86
juan foyth,21,6.0,DF,4,1,68,0,0,0,0,1,0,0.0,0.0,0,3,0,0,3,0
jean-philippe gbamin,23,12.0,MF,2,1,136,0,0,0,0,0,0,0.0,0.0,0,0,1,0,4,1
wayne hennessey,32,14.0,GK,3,3,270,0,0,0,0,0,0,0.0,0.0,0,8,0,16,7,0
ben godfrey,21,20.0,DF,30,30,2644,0,0,0,0,3,1,0.7,0.1,1,62,3,0,38,100
yoshinori muto,27,13.0,"MF,FW",8,2,212,0,0,0,0,0,0,0.1,0.0,0,7,0,0,9,0
che adams,23,11.0,FW,30,12,1111,4,2,0,0,0,0,5.3,1.7,0,17,4,0,78,137
miguel almiron,25,13.0,"MF,FW",36,35,3021,4,2,0,0,5,0,6.7,3.0,0,48,12,0,109,97
phil bardsley,34,10.0,DF,21,21,1890,0,1,0,0,6,0,0.3,1.4,0,19,9,0,78,2
james justin,21,5.0,"DF,MF",13,11,1012,0,1,0,0,1,0,0.3,1.0,1,14,4,0,35,101
mbwana samatta,26,17.0,FW,14,11,943,1,0,0,0,1,0,2.3,0.6,0,18,4,0,29,0
indiana vassilev,18,17.0,"FW,MF",4,0,51,0,0,0,0,0,0,0.0,0.0,0,1,0,0,4,0
kelland watts,19,13.0,DF,1,0,17,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0
nicolas otamendi,31,2.0,DF,24,18,1715,2,0,0,0,3,0,1.9,0.2,0,21,7,0,82,0
robert snodgrass,31,16.0,"MF,FW",24,17,1509,5,5,0,0,4,0,2.5,3.2,0,33,3,0,87,14
tammy abraham,21,4.0,FW,34,25,2215,15,3,0,0,2,0,16.4,2.7,1,34,7,0,153,69
callum wilson,27,18.0,FW,35,32,2908,8,1,0,0,10,0,9.9,2.8,0,53,4,0,116,134
james garner,18,3.0,MF,1,0,9,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0
aaron mooy,28,15.0,"MF,FW",31,25,2085,2,2,0,0,3,1,2.3,4.5,0,33,6,0,80,0
bjorn engels,24,17.0,DF,17,15,1447,1,0,0,0,1,0,1.0,0.3,0,32,3,0,42,0
marcus rashford,21,3.0,FW,31,31,2643,17,7,6,2,3,0,19.2,5.0,0,29,9,0,177,174
javier manquillo,25,13.0,DF,21,18,1599,0,1,0,0,5,0,0.0,0.2,0,21,8,0,65,28
michael keane,26,12.0,DF,31,28,2559,2,0,0,0,3,0,1.9,0.7,1,42,7,0,90,127
tommy doyle,17,2.0,MF,1,0,16,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
alex iwobi,23,12.0,"MF,FW",25,19,1596,1,0,0,0,0,0,2.5,1.9,0,30,4,0,52,65
wilfried zaha,26,14.0,"FW,MF",38,37,3280,4,3,0,0,5,0,5.2,4.0,0,46,9,0,120,136
ruben loftus-cheek,23,4.0,"MF,FW",7,2,208,0,1,0,0,0,0,0.5,0.4,0,3,1,0,12,66
joshua king,27,18.0,"FW,MF",26,24,2011,6,4,3,0,0,0,6.5,4.1,0,37,4,0,99,11
matej vydra,27,10.0,FW,19,7,819,2,1,0,0,0,0,3.8,1.0,0,7,5,0,39,62
benjamin mendy,25,2.0,DF,19,18,1492,0,2,0,0,3,0,0.4,1.4,0,13,9,0,74,63
enda stevens,29,9.0,DF,38,38,3345,2,4,0,0,7,0,1.3,5.3,0,39,13,0,142,56
alexis mac allister,20,15.0,"MF,FW",9,4,352,0,0,0,0,0,0,0.5,0.3,0,6,0,0,12,48
ben mee,29,10.0,DF,32,32,2880,1,1,0,0,7,0,1.7,1.6,0,45,13,0,110,102
antonio rudiger,26,4.0,DF,20,19,1710,2,0,0,0,3,0,0.9,0.6,1,24,5,0,63,93
callum hudson-odoi,18,4.0,"FW,MF",22,7,863,1,5,0,0,1,0,1.9,2.0,0,14,2,0,53,59
michail antonio,29,16.0,FW,24,19,1768,10,3,1,0,3,0,12.9,3.7,0,30,3,0,111,118
felipe anderson,26,16.0,"MF,FW",25,20,1497,1,4,0,0,1,0,2.5,3.1,0,27,7,0,66,2
ayoze perez,26,5.0,"MF,FW",33,26,2004,8,4,1,0,0,0,6.5,4.0,0,25,9,0,129,58
giovani lo celso,23,6.0,"MF,FW",28,15,1492,0,2,0,0,6,0,1.3,1.6,0,18,6,0,54,35
tom heaton,33,17.0,GK,20,20,1794,0,0,0,0,0,0,0.0,0.0,1,35,4,67,59,0
nampalys mendy,27,5.0,MF,7,4,291,0,0,0,0,0,0,0.0,0.1,0,3,1,0,11,41
lucas torreira,23,8.0,MF,29,17,1512,1,1,0,0,7,0,1.4,0.8,0,23,3,0,46,0
jordan pickford,25,12.0,GK,38,38,3420,0,0,0,0,2,0,0.0,0.1,0,56,9,94,117,114
romain saiss,29,7.0,DF,33,31,2705,2,1,0,0,12,1,3.4,1.3,0,34,10,0,103,99
sokratis papastathopoulos,31,8.0,DF,19,19,1696,2,0,0,0,6,0,1.1,0.3,0,25,4,0,57,0
eric garcia,18,2.0,DF,13,8,793,0,0,0,0,1,0,0.5,0.2,0,7,5,0,38,6
